ID,Name,StudyHours,Attendance,Marks,Grades,Result,PerformanceScore
516,Student_516,1.2,72,92.9,A,Pass,72.5
517,Student_517,4.4,61,65.6,C,Pass,52.9
518,Student_518,8.3,62,49.7,D,Pass,42.7
519,Student_519,9.9,74,40.8,D,Pass,37.9
520,Student_520,2.4,94,73.6,C,Pass,61.4
521,Student_521,6.3,100,71.6,C,Pass,61.4
522,Student_522,4.4,68,83.2,C,Pass,65.9
523,Student_523,9.7,95,70.0,C,Pass,60.4
524,Student_524,8.6,85,44.8,D,Pass,41.6
525,Student_525,8.5,94,83.9,C,Pass,69.8
526,Student_526,5.2,57,51.2,D,Pass,42.6
527,Student_527,4.7,78,91.5,A,Pass,72.8
528,Student_528,3.5,81,89.1,B,Pass,71.2
529,Student_529,1.5,100,72.4,C,Pass,61.0
530,Student_530,8.8,93,82.6,C,Pass,68.9
531,Student_531,8.3,67,58.9,D,Pass,49.6
532,Student_532,10.0,55,68.3,C,Pass,55.3
533,Student_533,10.0,67,89.3,B,Pass,71.2
534,Student_534,6.0,68,67.6,C,Pass,55.3
535,Student_535,7.9,71,61.5,C,Pass,51.7
536,Student_536,9.5,86,70.0,C,Pass,59.5
537,Student_537,8.6,81,89.7,B,Pass,72.6
538,Student_538,3.2,90,60.1,C,Pass,51.7
539,Student_539,5.1,52,50.4,D,Pass,41.5
540,Student_540,2.2,77,82.7,C,Pass,66.0
541,Student_541,9.6,59,89.6,B,Pass,70.5
542,Student_542,6.5,100,46.0,D,Pass,43.5
543,Student_543,3.1,84,54.4,D,Pass,47.1
544,Student_544,7.0,78,48.5,D,Pass,43.2
545,Student_545,6.6,64,60.9,C,Pass,50.3
546,Student_546,4.2,82,67.0,C,Pass,55.9
547,Student_547,2.0,56,84.9,C,Pass,65.4
548,Student_548,7.0,61,79.1,C,Pass,62.9
549,Student_549,5.7,98,77.3,C,Pass,65.0
550,Student_550,8.0,79,61.1,C,Pass,52.3
551,Student_551,5.7,70,90.5,A,Pass,71.5
552,Student_552,8.7,80,68.3,C,Pass,57.6
553,Student_553,6.0,73,98.7,A,Pass,77.6
554,Student_554,6.0,69,78.0,C,Pass,62.7
555,Student_555,8.9,86,47.6,D,Pass,43.7
556,Student_556,4.6,53,80.6,C,Pass,62.6
557,Student_557,2.2,77,59.5,D,Pass,49.8
558,Student_558,1.3,93,81.2,C,Pass,66.4
559,Student_559,7.8,69,44.2,D,Pass,39.4
560,Student_560,6.6,73,50.5,D,Pass,44.0
561,Student_561,7.3,99,91.3,A,Pass,75.3
562,Student_562,2.9,98,53.6,D,Pass,47.9
563,Student_563,2.2,100,90.2,A,Pass,73.6
564,Student_564,1.1,81,56.8,D,Pass,48.1
565,Student_565,4.2,90,78.6,C,Pass,64.9
566,Student_566,6.3,85,81.6,C,Pass,66.9
567,Student_567,4.5,83,70.8,C,Pass,58.8
568,Student_568,4.9,85,70.0,C,Pass,58.5
569,Student_569,9.1,51,52.8,D,Pass,43.9
570,Student_570,4.1,64,42.0,D,Pass,36.6
571,Student_571,5.6,83,58.2,D,Pass,50.2
572,Student_572,8.1,85,79.2,C,Pass,65.6
573,Student_573,4.6,55,96.3,A,Pass,73.8
574,Student_574,6.6,88,92.3,A,Pass,74.7
575,Student_575,8.8,91,86.0,B,Pass,71.1
576,Student_576,9.5,100,87.3,B,Pass,73.0
577,Student_577,2.3,100,70.0,C,Pass,59.5
578,Student_578,9.3,61,55.6,D,Pass,46.9
579,Student_579,5.4,52,94.4,A,Pass,72.4
580,Student_580,3.3,94,80.2,C,Pass,66.2
581,Student_581,5.1,67,73.6,C,Pass,59.2
582,Student_582,9.8,89,46.7,D,Pass,43.6
583,Student_583,5.4,70,66.8,C,Pass,54.8
584,Student_584,4.0,64,67.6,C,Pass,54.5
585,Student_585,6.7,82,91.9,A,Pass,73.9
586,Student_586,3.2,84,72.8,C,Pass,60.0
587,Student_587,1.7,75,62.8,C,Pass,51.8
588,Student_588,2.2,57,98.6,A,Pass,75.2
589,Student_589,2.2,85,46.6,D,Pass,41.6
590,Student_590,2.4,97,65.4,C,Pass,56.0
591,Student_591,2.2,79,42.5,D,Pass,38.1
592,Student_592,6.8,72,84.4,C,Pass,67.6
593,Student_593,2.6,91,95.1,A,Pass,76.2
594,Student_594,4.1,93,56.8,D,Pass,49.9
595,Student_595,9.1,63,91.5,A,Pass,72.2
596,Student_596,5.3,63,57.5,D,Pass,47.6
597,Student_597,7.0,51,94.6,A,Pass,72.7
598,Student_598,2.6,86,85.2,B,Pass,68.8
599,Student_599,2.7,54,88.3,B,Pass,67.8
600,Student_600,1.4,87,41.1,D,Pass,37.8
601,Student_601,2.5,94,97.8,A,Pass,78.4
602,Student_602,3.5,90,83.6,C,Pass,68.2
603,Student_603,2.6,96,58.3,D,Pass,50.9
604,Student_604,1.8,63,89.8,B,Pass,69.5
605,Student_605,2.1,88,56.9,D,Pass,49.0
606,Student_606,5.1,74,92.4,A,Pass,73.1
607,Student_607,2.9,69,46.8,D,Pass,40.2
608,Student_608,4.3,51,82.2,C,Pass,63.5
609,Student_609,5.5,88,72.4,C,Pass,60.6
610,Student_610,7.2,55,45.8,D,Pass,39.0
611,Student_611,1.4,66,54.5,D,Pass,45.0
612,Student_612,8.2,74,70.0,C,Pass,58.0
613,Student_613,6.7,77,68.1,C,Pass,56.7
614,Student_614,1.7,51,58.1,D,Pass,46.1
615,Student_615,8.9,84,75.9,C,Pass,63.3
616,Student_616,9.3,86,57.8,D,Pass,50.9
617,Student_617,1.5,54,58.0,D,Pass,46.3
618,Student_618,3.5,50,84.6,C,Pass,64.9
619,Student_619,8.3,89,70.0,C,Pass,59.6
620,Student_620,7.7,61,94.2,A,Pass,73.6
621,Student_621,2.7,85,91.1,A,Pass,72.8
622,Student_622,2.9,94,80.1,C,Pass,66.0
623,Student_623,4.3,72,75.6,C,Pass,61.0
624,Student_624,5.4,96,70.0,C,Pass,59.7
625,Student_625,6.6,80,51.1,D,Pass,45.1
626,Student_626,4.3,60,44.7,D,Pass,38.2
627,Student_627,5.2,59,54.4,D,Pass,45.0
628,Student_628,7.7,52,87.7,B,Pass,68.1
629,Student_629,1.3,63,42.1,D,Pass,36.0
630,Student_630,3.3,65,75.0,C,Pass,59.7
631,Student_631,7.4,59,99.7,A,Pass,77.2
632,Student_632,9.1,78,70.0,C,Pass,58.6
633,Student_633,5.6,59,70.0,C,Pass,56.0
634,Student_634,5.8,61,43.8,D,Pass,37.9
635,Student_635,2.0,79,89.9,B,Pass,71.2
636,Student_636,5.0,90,75.9,C,Pass,63.1
637,Student_637,5.8,50,46.9,D,Pass,39.0
638,Student_638,3.2,54,45.6,D,Pass,38.0
639,Student_639,3.4,69,94.6,A,Pass,73.8
640,Student_640,4.4,57,80.2,C,Pass,62.7
641,Student_641,1.2,92,89.8,B,Pass,72.3
642,Student_642,3.9,61,92.7,A,Pass,71.8
643,Student_643,2.9,50,74.3,C,Pass,57.6
644,Student_644,3.9,69,71.0,C,Pass,57.4
645,Student_645,2.1,77,65.8,C,Pass,54.2
646,Student_646,9.0,92,59.0,D,Pass,52.3
647,Student_647,6.3,86,66.1,C,Pass,56.1
648,Student_648,7.1,96,86.4,B,Pass,71.5
649,Student_649,8.1,86,76.1,C,Pass,63.5
650,Student_650,5.5,61,93.6,A,Pass,72.7
651,Student_651,1.8,86,70.0,C,Pass,58.0
652,Student_652,5.8,98,76.4,C,Pass,64.4
653,Student_653,6.3,98,77.9,C,Pass,65.6
654,Student_654,7.7,93,75.5,C,Pass,63.7
655,Student_655,4.9,77,82.2,C,Pass,66.2
656,Student_656,2.1,96,54.2,D,Pass,48.0
657,Student_657,3.6,64,70.7,C,Pass,56.6
658,Student_658,4.3,55,46.3,D,Pass,38.8
659,Student_659,6.8,93,70.0,C,Pass,59.7
660,Student_660,6.1,69,69.3,C,Pass,56.6
661,Student_661,4.2,99,79.1,C,Pass,66.1
662,Student_662,9.9,63,97.0,A,Pass,76.2
663,Student_663,6.5,51,76.0,C,Pass,59.6
664,Student_664,3.1,58,84.6,C,Pass,65.6
665,Student_665,1.9,86,70.4,C,Pass,58.3
666,Student_666,2.4,69,78.0,C,Pass,62.0
667,Student_667,3.2,75,44.3,D,Pass,39.1
668,Student_668,2.4,78,70.0,C,Pass,57.3
669,Student_669,2.7,50,61.7,C,Pass,48.7
670,Student_670,3.6,84,68.3,C,Pass,56.9
671,Student_671,2.6,55,42.7,D,Pass,35.9
672,Student_672,9.1,86,48.4,D,Pass,44.3
673,Student_673,1.7,54,56.6,D,Pass,45.4
674,Student_674,5.7,82,70.0,C,Pass,58.3
675,Student_675,4.7,98,59.9,D,Pass,52.7
676,Student_676,9.8,100,68.9,C,Pass,60.2
677,Student_677,2.0,63,51.8,D,Pass,43.0
678,Student_678,4.6,61,76.6,C,Pass,60.6
679,Student_679,9.7,91,56.8,D,Pass,50.8
680,Student_680,8.8,69,52.4,D,Pass,45.3
681,Student_681,8.4,99,71.0,C,Pass,61.3
682,Student_682,3.3,73,40.3,D,Pass,36.2
683,Student_683,2.5,92,40.5,D,Pass,38.0
684,Student_684,7.0,83,53.1,D,Pass,46.9
685,Student_685,9.4,74,42.2,D,Pass,38.8
686,Student_686,6.0,99,46.5,D,Pass,43.6
687,Student_687,6.1,78,60.3,C,Pass,51.2
688,Student_688,3.5,88,88.2,B,Pass,71.2
689,Student_689,7.9,80,74.3,C,Pass,61.6
690,Student_690,2.7,96,70.8,C,Pass,59.7
691,Student_691,3.9,92,70.0,C,Pass,59.0
692,Student_692,4.8,99,95.9,A,Pass,78.0
693,Student_693,5.6,72,63.8,C,Pass,53.0
694,Student_694,3.2,93,45.2,D,Pass,41.6
695,Student_695,2.0,87,77.0,C,Pass,63.0
696,Student_696,6.5,69,46.8,D,Pass,41.0
697,Student_697,3.6,72,60.7,C,Pass,50.4
698,Student_698,6.2,94,70.0,C,Pass,59.6
699,Student_699,2.4,65,92.5,A,Pass,71.7
700,Student_700,5.3,99,69.6,C,Pass,59.7
701,Student_701,5.8,91,82.1,C,Pass,67.7
702,Student_702,1.5,57,99.6,A,Pass,75.7
703,Student_703,4.0,99,47.9,D,Pass,44.2
704,Student_704,2.2,70,56.5,D,Pass,47.0
705,Student_705,1.6,50,63.7,C,Pass,49.9
706,Student_706,9.9,57,65.3,C,Pass,53.4
707,Student_707,3.9,78,64.7,C,Pass,53.9
708,Student_708,8.3,81,94.5,A,Pass,75.9
709,Student_709,3.3,87,82.8,C,Pass,67.3
710,Student_710,7.1,54,76.5,C,Pass,60.4
711,Student_711,7.8,96,58.6,D,Pass,52.2
712,Student_712,6.4,71,89.4,B,Pass,71.0
713,Student_713,5.2,96,97.3,A,Pass,78.8
714,Student_714,4.7,83,89.3,B,Pass,71.7
715,Student_715,4.1,50,40.1,D,Pass,33.9
716,Student_716,9.4,75,78.2,C,Pass,64.1
717,Student_717,8.5,92,43.1,D,Pass,41.1
718,Student_718,9.7,59,55.5,D,Pass,46.7
719,Student_719,2.1,79,43.6,D,Pass,38.8
720,Student_720,7.6,99,76.2,C,Pass,64.8
721,Student_721,9.4,67,81.2,C,Pass,65.4
722,Student_722,2.6,66,46.9,D,Pass,40.0
723,Student_723,1.6,75,63.0,C,Pass,51.9
724,Student_724,7.7,57,67.4,C,Pass,54.4
725,Student_725,6.2,96,70.0,C,Pass,59.8
726,Student_726,8.6,89,47.3,D,Pass,43.7
727,Student_727,2.3,98,65.1,C,Pass,55.8
728,Student_728,8.2,61,85.1,B,Pass,67.3
729,Student_729,2.8,76,70.0,C,Pass,57.2
730,Student_730,2.5,57,44.8,D,Pass,37.6
731,Student_731,2.5,74,61.3,C,Pass,50.8
732,Student_732,8.3,95,96.5,A,Pass,78.7
733,Student_733,7.0,53,80.1,C,Pass,62.8
734,Student_734,5.7,82,80.7,C,Pass,65.8
735,Student_735,4.2,50,61.7,C,Pass,49.0
736,Student_736,8.9,68,75.6,C,Pass,61.5
737,Student_737,4.5,80,40.6,D,Pass,37.3
738,Student_738,8.3,65,78.2,C,Pass,62.9
739,Student_739,5.0,63,94.8,A,Pass,73.7
740,Student_740,4.4,97,76.8,C,Pass,64.3
741,Student_741,5.2,54,92.4,A,Pass,71.1
742,Student_742,3.7,90,83.4,C,Pass,68.1
743,Student_743,7.7,75,47.2,D,Pass,42.1
744,Student_744,5.5,77,94.1,A,Pass,74.7
745,Student_745,3.1,51,44.0,D,Pass,36.5
746,Student_746,9.1,99,72.0,C,Pass,62.1
747,Student_747,4.5,55,48.5,D,Pass,40.3
748,Student_748,5.9,58,40.7,D,Pass,35.5
749,Student_749,9.2,82,65.3,C,Pass,55.8
750,Student_750,6.6,90,57.7,D,Pass,50.7
751,Student_751,2.1,74,69.2,C,Pass,56.3
752,Student_752,9.5,97,74.6,C,Pass,63.8
753,Student_753,6.6,62,42.6,D,Pass,37.3
754,Student_754,4.0,58,47.4,D,Pass,39.8
755,Student_755,2.3,62,73.5,C,Pass,58.1
756,Student_756,8.1,80,60.6,C,Pass,52.0
757,Student_757,6.6,90,83.8,C,Pass,69.0
758,Student_758,5.8,60,79.1,C,Pass,62.5
759,Student_759,9.0,53,90.7,A,Pass,70.6
760,Student_760,8.1,83,81.5,C,Pass,67.0
761,Student_761,2.4,87,65.8,C,Pass,55.2
762,Student_762,3.8,95,80.4,C,Pass,66.5
763,Student_763,3.2,53,56.5,D,Pass,45.5
764,Student_764,7.7,87,58.4,D,Pass,51.1
765,Student_765,1.3,68,87.3,B,Pass,68.2
766,Student_766,6.1,55,66.8,C,Pass,53.5
767,Student_767,7.9,83,87.9,B,Pass,71.4
768,Student_768,8.9,67,89.3,B,Pass,71.0
769,Student_769,4.1,62,91.5,A,Pass,71.1
770,Student_770,8.4,90,95.0,A,Pass,77.2
771,Student_771,2.0,72,65.9,C,Pass,53.7
772,Student_772,8.6,68,59.1,D,Pass,49.9
773,Student_773,2.1,94,74.9,C,Pass,62.2
774,Student_774,4.6,60,62.3,C,Pass,50.5
775,Student_775,8.2,50,76.1,C,Pass,59.9
776,Student_776,2.3,73,82.3,C,Pass,65.4
777,Student_777,3.1,56,81.3,C,Pass,63.1
778,Student_778,7.5,74,62.5,C,Pass,52.6
779,Student_779,7.5,70,50.0,D,Pass,43.5
780,Student_780,6.8,64,65.8,C,Pass,53.8
781,Student_781,7.2,50,48.6,D,Pass,40.5
782,Student_782,5.9,61,93.4,A,Pass,72.7
783,Student_783,3.3,56,60.8,C,Pass,48.8
784,Student_784,4.1,64,49.3,D,Pass,41.7
785,Student_785,2.6,70,41.5,D,Pass,36.6
786,Student_786,9.2,68,78.7,C,Pass,63.7
787,Student_787,6.3,78,78.2,C,Pass,63.8
788,Student_788,4.6,74,60.4,C,Pass,50.6
789,Student_789,5.2,82,44.3,D,Pass,40.2
790,Student_790,9.5,98,64.6,C,Pass,56.9
791,Student_791,2.4,81,58.7,D,Pass,49.7
792,Student_792,6.3,98,80.6,C,Pass,67.5
793,Student_793,5.6,84,76.3,C,Pass,62.9
794,Student_794,6.5,93,61.9,C,Pass,53.9
795,Student_795,1.2,87,53.1,D,Pass,46.1
796,Student_796,8.8,75,99.3,A,Pass,78.8
797,Student_797,9.4,60,67.2,C,Pass,54.9
798,Student_798,6.1,84,81.3,C,Pass,66.5
799,Student_799,7.3,57,48.4,D,Pass,41.0
800,Student_800,9.3,95,69.1,C,Pass,59.7
801,Student_801,7.4,63,41.7,D,Pass,37.0
802,Student_802,2.4,59,70.3,C,Pass,55.6
803,Student_803,6.2,51,97.8,A,Pass,74.8
804,Student_804,6.5,95,63.1,C,Pass,55.0
805,Student_805,4.8,58,42.3,D,Pass,36.4
806,Student_806,7.6,52,41.9,D,Pass,36.1
807,Student_807,9.4,70,63.3,C,Pass,53.2
808,Student_808,9.3,75,49.6,D,Pass,44.1
809,Student_809,5.1,57,41.4,D,Pass,35.7
810,Student_810,2.0,97,85.4,B,Pass,69.9
811,Student_811,9.9,51,67.5,C,Pass,54.3
812,Student_812,8.6,55,57.4,D,Pass,47.4
813,Student_813,2.1,77,94.0,A,Pass,73.9
814,Student_814,9.3,78,47.0,D,Pass,42.6
815,Student_815,8.8,75,97.4,A,Pass,77.4
816,Student_816,5.7,74,58.8,D,Pass,49.7
817,Student_817,6.3,61,93.3,A,Pass,72.7
818,Student_818,4.6,54,76.2,C,Pass,59.7
819,Student_819,1.5,83,70.0,C,Pass,57.6
820,Student_820,4.0,97,99.0,A,Pass,79.8
821,Student_821,8.2,86,57.3,D,Pass,50.3
822,Student_822,1.0,64,97.7,A,Pass,75.0
823,Student_823,4.0,93,63.4,C,Pass,54.5
824,Student_824,4.6,85,63.1,C,Pass,53.6
825,Student_825,5.8,64,60.4,C,Pass,49.8
826,Student_826,9.3,92,72.5,C,Pass,61.8
827,Student_827,4.1,97,49.2,D,Pass,45.0
828,Student_828,4.1,72,70.0,C,Pass,57.0
829,Student_829,7.6,55,72.5,C,Pass,57.8
830,Student_830,5.1,95,85.7,B,Pass,70.5
831,Student_831,3.0,99,90.0,A,Pass,73.5
832,Student_832,5.1,93,70.0,C,Pass,59.3
833,Student_833,2.3,92,58.1,D,Pass,50.3
834,Student_834,2.6,94,55.6,D,Pass,48.8
835,Student_835,5.5,70,51.7,D,Pass,44.3
836,Student_836,4.8,72,43.5,D,Pass,38.6
837,Student_837,9.2,92,60.5,C,Pass,53.4
838,Student_838,4.3,65,56.2,D,Pass,46.7
839,Student_839,6.2,96,98.0,A,Pass,79.4
840,Student_840,6.7,64,73.5,C,Pass,59.2
841,Student_841,1.1,74,60.8,C,Pass,50.2
842,Student_842,7.0,85,74.8,C,Pass,62.3
843,Student_843,2.6,60,48.4,D,Pass,40.4
844,Student_844,9.6,100,66.6,C,Pass,58.5
845,Student_845,2.3,64,77.6,C,Pass,61.2
846,Student_846,4.7,53,69.3,C,Pass,54.8
847,Student_847,1.8,70,64.1,C,Pass,52.2
848,Student_848,10.0,62,99.6,A,Pass,77.9
849,Student_849,5.5,71,92.8,A,Pass,73.2
850,Student_850,6.4,68,70.0,C,Pass,57.1
851,Student_851,1.6,83,74.2,C,Pass,60.6
852,Student_852,7.7,63,77.2,C,Pass,61.9
853,Student_853,2.9,53,52.1,D,Pass,42.3
854,Student_854,9.1,97,63.7,C,Pass,56.1
855,Student_855,2.8,95,42.4,D,Pass,39.7
856,Student_856,2.7,76,68.5,C,Pass,56.1
857,Student_857,1.3,78,72.6,C,Pass,58.9
858,Student_858,5.2,96,53.7,D,Pass,48.2
859,Student_859,6.1,77,97.8,A,Pass,77.4
860,Student_860,1.6,84,94.6,A,Pass,74.9
861,Student_861,8.0,57,83.3,C,Pass,65.6
862,Student_862,5.1,65,72.0,C,Pass,57.9
863,Student_863,5.7,91,92.2,A,Pass,74.8
864,Student_864,5.0,85,47.8,D,Pass,43.0
865,Student_865,4.6,79,87.4,B,Pass,70.0
866,Student_866,6.0,67,47.5,D,Pass,41.2
867,Student_867,2.4,51,87.7,B,Pass,67.0
868,Student_868,2.6,98,56.5,D,Pass,49.9
869,Student_869,8.8,62,92.6,A,Pass,72.8
870,Student_870,9.5,53,96.6,A,Pass,74.8
871,Student_871,4.4,75,48.9,D,Pass,42.6
872,Student_872,3.4,74,67.8,C,Pass,55.5
873,Student_873,6.8,79,98.9,A,Pass,78.5
874,Student_874,4.7,60,69.0,C,Pass,55.2
875,Student_875,1.2,56,91.8,A,Pass,70.1
876,Student_876,2.4,80,70.0,C,Pass,57.5
877,Student_877,7.4,93,62.5,C,Pass,54.5
878,Student_878,6.9,59,57.1,D,Pass,47.2
879,Student_879,1.2,88,52.2,D,Pass,45.6
880,Student_880,3.0,62,85.7,B,Pass,66.8
881,Student_881,3.1,80,63.2,C,Pass,52.9
882,Student_882,7.0,56,70.7,C,Pass,56.5
883,Student_883,1.2,98,69.5,C,Pass,58.7
884,Student_884,1.9,91,74.6,C,Pass,61.7
885,Student_885,8.2,91,91.9,A,Pass,75.1
886,Student_886,2.6,85,98.8,A,Pass,78.2
887,Student_887,6.9,69,64.5,C,Pass,53.4
888,Student_888,3.1,53,89.7,B,Pass,68.7
889,Student_889,1.9,56,70.0,C,Pass,55.0
890,Student_890,3.2,50,74.4,C,Pass,57.7
891,Student_891,7.5,93,97.4,A,Pass,79.0
892,Student_892,8.7,94,52.0,D,Pass,47.5
893,Student_893,8.5,91,46.6,D,Pass,43.4
894,Student_894,4.6,96,91.2,A,Pass,74.4
895,Student_895,7.0,62,66.3,C,Pass,54.0
896,Student_896,2.8,71,90.8,A,Pass,71.2
897,Student_897,3.6,70,93.6,A,Pass,73.2
898,Student_898,9.1,71,43.7,D,Pass,39.5
899,Student_899,1.1,77,93.0,A,Pass,73.0
900,Student_900,1.8,58,66.9,C,Pass,53.0
901,Student_901,2.9,75,70.6,C,Pass,57.5
902,Student_902,1.2,58,77.6,C,Pass,60.4
903,Student_903,2.6,64,95.6,A,Pass,73.8
904,Student_904,6.2,59,41.1,D,Pass,35.9
905,Student_905,4.8,73,68.6,C,Pass,56.3
906,Student_906,9.0,91,70.0,C,Pass,59.9
907,Student_907,8.4,57,83.4,C,Pass,65.8
908,Student_908,4.1,73,81.6,C,Pass,65.2
909,Student_909,3.3,65,48.1,D,Pass,40.8
910,Student_910,4.4,98,58.0,D,Pass,51.3
911,Student_911,6.3,75,70.0,C,Pass,57.8
912,Student_912,3.4,76,88.3,B,Pass,70.1
913,Student_913,6.6,86,56.7,D,Pass,49.6
914,Student_914,4.7,53,52.6,D,Pass,43.1
915,Student_915,6.0,99,97.4,A,Pass,79.3
916,Student_916,4.9,73,40.5,D,Pass,36.6
917,Student_917,3.7,68,70.0,C,Pass,56.5
918,Student_918,9.5,85,80.6,C,Pass,66.8
919,Student_919,7.9,88,89.7,B,Pass,73.2
920,Student_920,2.3,59,57.7,D,Pass,46.8
921,Student_921,8.8,74,40.9,D,Pass,37.8
922,Student_922,5.4,67,84.3,C,Pass,66.8
923,Student_923,9.1,68,70.0,C,Pass,57.6
924,Student_924,8.2,85,84.4,C,Pass,69.2
925,Student_925,4.8,59,70.0,C,Pass,55.9
926,Student_926,1.2,82,85.2,B,Pass,68.1
927,Student_927,3.4,99,86.1,B,Pass,70.8
928,Student_928,5.9,54,79.5,C,Pass,62.2
929,Student_929,6.7,96,70.0,C,Pass,59.9
930,Student_930,3.3,98,90.8,A,Pass,74.0
931,Student_931,2.3,84,76.8,C,Pass,62.6
932,Student_932,8.5,93,45.3,D,Pass,42.7
933,Student_933,9.9,83,69.3,C,Pass,58.8
934,Student_934,5.7,82,44.7,D,Pass,40.6
935,Student_935,2.5,70,64.5,C,Pass,52.6
936,Student_936,3.5,66,64.4,C,Pass,52.4
937,Student_937,1.2,71,44.0,D,Pass,38.1
938,Student_938,9.2,97,60.9,C,Pass,54.2
939,Student_939,2.1,86,46.7,D,Pass,41.7
940,Student_940,6.2,64,88.5,B,Pass,69.6
941,Student_941,3.5,84,96.9,A,Pass,76.9
942,Student_942,6.0,77,44.3,D,Pass,39.9
943,Student_943,6.9,56,97.3,A,Pass,75.1
944,Student_944,8.5,81,71.4,C,Pass,59.8
945,Student_945,2.9,60,58.0,D,Pass,47.2
946,Student_946,1.1,59,44.6,D,Pass,37.3
947,Student_947,2.2,58,70.0,C,Pass,55.2
948,Student_948,9.1,63,87.7,B,Pass,69.5
949,Student_949,8.9,62,82.4,C,Pass,65.7
950,Student_950,6.4,74,43.0,D,Pass,38.8
951,Student_951,6.4,51,70.0,C,Pass,55.4
952,Student_952,7.0,84,64.2,C,Pass,54.7
953,Student_953,2.6,56,57.7,D,Pass,46.5
954,Student_954,9.2,70,53.9,D,Pass,46.6
955,Student_955,4.8,67,56.9,D,Pass,47.5
956,Student_956,4.4,52,88.2,B,Pass,67.8
957,Student_957,5.7,91,95.8,A,Pass,77.3
958,Student_958,1.4,88,64.3,C,Pass,54.1
959,Student_959,2.5,90,94.4,A,Pass,75.6
960,Student_960,7.6,98,59.3,D,Pass,52.8
961,Student_961,1.7,60,68.6,C,Pass,54.4
962,Student_962,6.4,88,53.6,D,Pass,47.6
963,Student_963,3.2,73,78.4,C,Pass,62.8
964,Student_964,4.5,95,98.7,A,Pass,79.5
965,Student_965,3.6,68,76.2,C,Pass,60.9
966,Student_966,4.2,53,61.5,C,Pass,49.2
967,Student_967,7.5,75,78.9,C,Pass,64.2
968,Student_968,3.7,87,47.4,D,Pass,42.6
969,Student_969,6.1,91,93.3,A,Pass,75.6
970,Student_970,5.3,81,70.2,C,Pass,58.3
971,Student_971,7.0,88,67.0,C,Pass,57.1
972,Student_972,9.4,94,70.0,C,Pass,60.3
973,Student_973,7.6,95,77.5,C,Pass,65.3
974,Student_974,2.9,85,44.3,D,Pass,40.1
975,Student_975,1.3,89,81.0,C,Pass,65.9
976,Student_976,3.4,86,54.5,D,Pass,47.4
977,Student_977,6.4,82,82.8,C,Pass,67.4
978,Student_978,1.5,85,89.4,B,Pass,71.4
979,Student_979,5.5,52,88.2,B,Pass,68.0
980,Student_980,6.4,58,73.2,C,Pass,58.3
981,Student_981,4.0,57,71.2,C,Pass,56.3
982,Student_982,7.9,82,48.6,D,Pass,43.8
983,Student_983,2.0,55,86.5,B,Pass,66.4
984,Student_984,1.7,90,56.3,D,Pass,48.8
985,Student_985,7.6,88,69.8,C,Pass,59.2
986,Student_986,5.5,53,57.1,D,Pass,46.4
987,Student_987,7.2,62,70.0,C,Pass,56.6
988,Student_988,4.9,98,77.8,C,Pass,65.2
989,Student_989,3.2,51,43.3,D,Pass,36.0
990,Student_990,8.4,54,84.9,C,Pass,66.5
991,Student_991,8.2,93,59.1,D,Pass,52.3
992,Student_992,7.3,76,40.0,D,Pass,37.1
993,Student_993,3.4,81,70.7,C,Pass,58.3
994,Student_994,6.3,70,42.8,D,Pass,38.2
995,Student_995,4.2,57,56.6,D,Pass,46.2
996,Student_996,1.8,87,82.4,C,Pass,66.7
997,Student_997,9.3,57,43.8,D,Pass,38.2
998,Student_998,2.2,99,90.4,A,Pass,73.6
999,Student_999,9.6,52,40.2,D,Pass,35.3
1000,Student_1000,5.0,93,54.8,D,Pass,48.7
